Recency,Frequency,Monetary
23,110,1560.96
17,49,839.14
22,94,10027.18
535,1,320.0
578,15,246.54
653,35,200.43
395,51,854.15
79,56,1876.23
65,5,90.6
361,24,548.76
3,160,2427.32
11,35,745.06
176,39,674.45
218,409,12823.521
7,25,6640.68
2,25,439.92
154,85,544.0699999999999
5,147,1019.27
418,27,458.25
380,227,4709.2300000000005
79,157,1064.77
21,12,230.22
392,19,538.4
22,23,362.8
308,165,2860.57
387,24,438.9
477,24,996.61
435,21,384.26
146,6,166.3
423,8,123.66
7,1064,12973.460000000001
386,13,846.55
19,255,4667.57
71,15,190.25
287,11,264.7
49,43,677.72
31,737,5256.4
207,56,1192.3600000000001
411,13,519.8100000000001
15,15,196.79
73,393,3379.93
60,63,768.8199999999999
416,22,331.14
39,225,3954.29
30,325,6753.89
27,88,1893.8
4,480,10020.86
17,13,320.46
380,46,682.54
20,295,4757.8
66,86,2026.06
213,16,311.3
12,82,852.88
30,11,219.5
43,261,6775.71
4,148,2274.14
15,230,3902.01
386,33,895.76
519,44,376.46
447,31,566.7
10,466,9502.26
211,49,2046.34
46,103,4228.85
134,47,529.73
733,16,209.41
43,241,6258.45
10,84,2874.72
116,77,2196.67
513,5,79.48
432,32,509.04
198,74,1099.91
565,24,445.15
480,32,457.82
278,11,328.8
110,68,1084.57
77,76,1948.21
53,20,917.34
162,448,11403.41
571,14,229.75
645,13,367.15
47,66,1421.61
17,72,1249.01
155,90,1716.58
225,47,792.15
7,31,584.07
122,34,645.74
465,99,4057.9
471,50,713.11
61,6,104.82
550,9,10396.5
63,15,467.66
18,824,7521.8
7,750,39019.51
2,230,4546.41
555,1,109.44
22,86,648.89
29,145,2794.75
285,38,626.65
176,114,836.95
78,161,3069.88
33,10,267.28000000000003
41,781,12523.81
266,21,141.41
725,21,431.98
491,41,302.59999999999997
27,826,3077.7
109,37,10986.63
284,14,154.99
9,152,3968.11
305,141,748.69
17,1061,13023.4
32,54,746.36
1,318,21770.98
20,121,466.66
124,9,572.3
65,6,92.46000000000001
106,33,1520.96
1,1088,8152.71
24,447,8346.66
463,24,469.19
267,8,183.6
5,258,8898.24
507,19,917.4300000000001
10,340,25585.65
438,40,22710.2
29,236,3260.24
389,49,891.02
267,7,152.55
64,52,374.7
320,108,1516.72
515,41,225.81
685,41,321.6
4,323,1437.57
667,19,390.85
32,13,151.04
623,6,219.4
5,81,1734.87
129,44,118.67
41,56,615.08
102,148,1553.47
125,13,618.73
33,83,1115.68
302,844,4867.57
365,65,413.36
4,185,1082.19
512,7,150.5
2,1045,9720.67
463,1,39.95
3,213,829.47
10,682,64036.8
57,13,158.75
325,1,76.32000000000001
654,13,9530.08
8,373,7229.45
12,100,433.86
440,43,311.77
723,1,2.95
4,5111,65164.79
481,40,422.86
37,21,147.35
16,521,5750.91
138,25,191.95
74,90,9961.93
5,58,1105.8799999999999
155,135,743.53
239,279,5988.83
737,1,214.8
52,236,4877.3
31,52,1044.96
73,9,144.2
4,399,12987.95
14,10,692.85
23,326,5834.59
4,122,7092.610000000001
274,74,1364.09
502,22,622.67
20,72,1382.74
144,3,90.0
429,15,458.45
376,11,183.37
4,159,2780.15
406,13,362.42
733,24,436.18
84,5,419.58
11,166,2720.63
8,43,1172.46
123,117,1900.0800000000002
61,65,924.21
2,109,2591.34
319,220,1858.77
649,46,168.22
2,200,3586.0299999999997
130,36,911.14
383,180,11123.35
2,219,8839.67
401,106,1570.81
696,11,332.7
2,46,965.88
46,69,1086.8
4,66,935.05
3,40,915.13
373,44,671.34
134,7,115.8
486,1,30.6
47,25,7600.05
9,456,9450.3
78,30,2590.2
234,17,466.29
221,28,446.62
36,26,658.64
673,44,679.45
75,133,1997.34
483,17,233.39999999999998
239,292,6460.7
266,6,118.75
10,4038,313437.62
20,85,978.69
40,41,507.65999999999997
20,1836,7860.8
610,107,8421.47
216,277,2996.93
174,25,289.36
87,58,2594.62
71,29,1631.77
276,24,120.44
505,51,251.15
39,115,1274.29
421,15,370.45
431,64,621.51
375,145,570.18
98,64,498.79
605,44,369.02
11,33,586.0
33,26,134.46
60,331,7678.88
297,37,756.46
86,205,2209.69
9,318,1600.26
41,157,701.57
11,289,6117.5
411,52,308.35
444,50,678.77
411,34,278.34000000000003
67,24,452.89
331,3,197.65
427,104,1550.6299999999999
474,8,123.5
31,65,2054.36
2,307,5503.15
666,1,79.9
2,265,4817.66
388,14,293.74
68,64,1210.19
5,952,18670.59
202,16,2615.6
107,6,335.52
411,20,390.05
18,91,1569.73
218,18,1091.7
617,21,379.2
60,55,1193.54
381,29,847.76
397,16,339.34
2,220,1024.83
17,123,2414.2
239,71,1185.01
688,2,157.8
95,35,567.05
11,231,4993.27
106,314,5556.570000000001
53,240,4402.29
90,21,2190.14
405,5,1192.2
31,67,1004.38
12,186,3250.33
3,77,2150.04
2,174,3298.59
43,12,169.48000000000002
4,43,633.83
247,38,1515.0
42,347,6517.49
177,41,683.17
92,60,991.13
110,229,1841.71
435,86,2031.07
29,97,2985.13
26,377,6368.71
438,38,745.5
52,72,2594.04
436,33,979.8000000000001
184,69,1235.6200000000001
43,115,2048.07
49,73,2904.27
22,147,754.12
75,148,4717.99
81,47,1555.34
373,26,471.14
326,13,434.23
43,210,4263.17
30,61,1247.49
184,12,333.7
235,16,280.55
9,363,7217.75
661,16,366.41999999999996
220,108,1693.45
111,75,1474.06
278,113,753.56
318,47,1032.95
411,272,5400.461
7,111,1904.05
2,78,2879.7000000000003
381,10,350.99
493,12,363.40000000000003
433,23,601.03
546,1,1000.63
260,133,2460.79
64,240,5954.45
9,300,32051.34
142,5,120.0
471,51,824.28
51,52,1163.45
8,143,2618.23
423,16,322.93
155,79,1517.3600000000001
109,79,1373.35
428,1,40.56
163,55,1516.24
471,19,354.85
439,16,295.73
332,29,492.65000000000003
226,38,214.18
74,64,920.81
51,29,559.97
686,15,256.6
396,23,1189.3799999999999
99,121,2102.68
15,379,17197.61
410,13,205.83
521,3,191.86
197,8,134.04
408,7,245.15
3,239,7250.76
463,41,628.4399999999999
31,67,1299.65
21,61,3284.42
24,499,8479.76
8,9,176.63
213,16,426.6
9,47,911.26
11,151,4516.56
2,494,7904.099999999999
8,193,9226.25
3,119,2903.01
407,23,375.34000000000003
40,72,2362.91
421,27,456.4
18,62,1305.33
8,2864,91194.49
8,335,14070.25
19,3,43.2
117,53,1992.18
431,28,742.9000000000001
407,22,277.94
223,88,1725.01
71,105,1858.96
51,46,3151.4
89,262,4287.92
549,2,1147.02
8,189,3780.81
433,22,492.1
243,31,516.45
47,180,3090.29
107,10,229.79999999999998
45,133,3197.82
422,31,1370.34
65,24,508.58
460,9,158.02
424,26,494.85
207,81,1346.75
11,179,2218.06
429,13,474.1
115,36,605.0600000000001
410,41,701.61
570,18,245.48000000000002
242,57,940.98
163,106,1894.93
438,1,445.05
17,552,9887.62
624,13,200.63
124,28,462.65999999999997
23,62,1917.41
68,15,415.2
17,258,4318.48
16,60,454.86
17,90,1614.91
161,50,928.1
243,23,620.27
219,6,134.7
45,265,4452.02
21,33,918.44
421,234,1079.66
127,230,2993.05
39,6,108.97999999999999
121,146,2315.75
737,6,82.60000000000001
260,18,409.57
10,31,133.5
274,59,972.03
165,1,51.0
157,47,1078.96
215,25,376.5
6,9,163.62
366,60,840.05
80,33,701.23
43,40,225.12
389,25,400.06
19,55,912.18
32,117,2118.03
579,14,214.70999999999998
22,37,151.5
402,8,227.47000000000003
109,69,3717.35
395,51,634.68
525,1,136.0
8,521,9227.82
320,8,155.0
642,26,469.13
451,44,1175.78
295,4,100.5
443,38,860.08
358,4,76.55
541,7,108.0
185,205,1106.82
683,18,215.46
191,11,617.05
622,9,131.25
44,128,1265.16
682,1,48.96
52,112,625.94
26,279,1193.63
38,59,1247.69
501,3,58.5
9,14,202.10999999999999
297,7,142.4
33,139,1727.6
10,393,6388.2
65,87,1898.01
10,459,6150.03
577,14,135.6
432,14,266.4
218,5,67.95
565,6,93.8
2,779,7801.93
65,249,1969.38
3,87,2612.96
401,53,707.79
394,192,2108.21
149,73,1732.47
4,266,6795.9
652,8,285.6
130,25,1880.51
34,181,2724.13
387,2,195.0
119,8,156.75
107,73,2157.73
11,128,4102.27
71,104,3427.29
92,385,2631.9
311,14,1063.0
43,84,1426.19
362,96,764.52
92,118,2399.33
1,1234,11980.09
22,14,490.22
388,117,524.65
4,124,1937.25
11,225,1254.64
99,93,1639.17
57,96,2469.37
1,552,10271.52
218,15,916.61
18,1,322.08
435,39,661.39
24,604,11727.94
50,44,1263.52
7,137,1224.06
404,22,516.28
512,35,1220.9
303,81,2614.2
10,377,2248.5
466,74,280.7
22,12,1372.8
502,3,90.42
99,11,271.7
366,42,873.34
306,9,131.9
320,129,9443.04
8,128,5982.03
1,154,4611.6900000000005
205,183,5367.02
54,133,2082.97
456,11,120.44
456,32,221.65
1,319,1200.28
19,106,1711.73
9,20,375.35
19,483,2230.96
181,76,1128.44
60,512,3258.68
11,129,658.95
190,22,119.93
376,110,977.3000000000001
432,77,617.72
5,947,3017.28
311,4,113.64
381,47,228.07
155,113,5375.741
110,42,1093.5
148,636,6676.91
66,281,2242.81
98,8,786.5699999999999
568,4,111.0
247,193,3925.85
29,206,4267.15
18,303,2203.2400000000002
734,12,204.24
416,145,2093.46
12,60,712.04
591,41,400.95
104,309,2118.72
74,7,234.34
46,127,1258.89
72,48,1151.15
257,17,193.0
20,14,1969.6
382,68,1276.66
254,139,1124.71
11,65,1299.52
165,150,2284.69
18,244,4306.72
282,13,257.1
50,53,1070.98
39,46,162.8
512,6,175.5
27,168,1266.27
68,46,1064.28
207,100,1574.93
406,80,1273.47
175,17,340.93
430,92,1921.91
7,355,5087.86
26,17,401.46
51,7,174.8
312,106,2363.89
309,40,697.0600000000001
43,369,3900.83
26,311,2101.79
88,7,356.85
184,10,251.21
20,608,2429.83
3,164,3543.26
47,107,673.26
17,1575,11879.08
17,398,2960.25
24,258,3216.7400000000002
22,177,822.92
534,25,110.95
376,75,979.85
11,68,1314.81
188,79,1215.97
101,19,788.01
61,319,4380.04
18,173,3724.06
516,35,151.17
33,18,330.45
64,16,174.37
684,38,203.14
2,4,270.6
491,17,199.45000000000002
24,45,1748.42
108,12,241.09
32,322,2909.86
20,526,8026.54
389,41,258.65
3,2639,27246.88
37,18,364.21999999999997
60,213,578.61
26,473,6088.87
480,29,376.34
236,314,3845.78
25,89,3466.37
3,715,6187.66
60,825,5973.2300000000005
260,18,170.95
58,23,641.4
65,52,1370.8400000000001
16,32,537.48
10,264,3709.64
59,175,2491.38
186,5,103.25
29,212,14587.87
24,187,2938.53
674,23,349.25
5,790,5184.84
4,355,3974.75
151,110,2541.29
311,143,913.6
11,97,1345.06
18,79,878.09
152,154,507.93
19,288,1818.6
10,203,2279.4900000000002
57,117,2304.03
596,196,815.69
85,16,788.38
654,15,655.5
390,2,75.6
7,200,6114.03
76,69,1080.76
4,601,6638.150000000001
510,106,640.54
435,107,2605.62
96,160,3859.2200000000003
111,16,4092.0
57,33,1530.3600000000001
435,47,919.7
1,34,597.33
281,68,613.75
425,30,160.0
3,507,5526.88
180,310,2163.12
733,11,143.70000000000002
488,72,420.22
372,1,35.400000000000006
13,182,1364.15
3,24,168.63
432,25,105.56
518,1,14.85
17,60,409.65
41,6,114.11
6,464,1660.29
169,218,1738.16
50,111,1143.27
277,19,237.35999999999999
19,371,1580.29
578,16,135.39
372,3,39.75
425,202,2993.37
15,176,1320.21
35,158,557.94
22,611,3665.53
7,52,363.33
20,136,2164.45
627,53,222.22
11,95,2184.63
44,90,384.04
390,79,457.89
306,54,865.17
11,7,213.96
656,31,205.36
275,2,660.0
633,23,143.85999999999999
374,108,921.5600000000001
1,6359,29951.37
16,203,23763.13
4,43,3352.94
72,13,1486.2
396,10,24.35
444,38,604.3299999999999
415,14,877.7
680,1,76.32000000000001
386,19,295.13
394,48,951.76
243,5,527.78
403,9,190.47
9,51,1342.32
246,60,1291.24
206,26,412.78000000000003
1,159,3000.57
185,21,320.58000000000004
32,282,2016.98
57,51,814.0699999999999
196,266,4497.88
24,232,5410.92
379,29,462.75
91,86,1998.0
4,150,955.26
484,21,338.65
51,91,2025.69
263,8,114.56
266,20,344.90000000000003
438,109,2124.46
454,15,215.22
36,28,609.85
677,7,106.67999999999999
51,16,443.6
52,292,4978.96
24,203,3649.36
22,7,110.46
59,2,96.12
170,62,1679.89
68,62,2247.72
157,48,876.89
2,3849,528602.52
201,48,506.04
416,431,4466.65
5,527,3651.19
589,4,62.5
67,283,2025.52
77,29,114.18
1,382,3593.06
738,27,246.86
8,103,3878.51
169,207,790.0
18,209,1450.19
5,29,247.15
9,253,2529.93
87,30,285.74
27,4,107.95
29,238,1376.43
430,68,490.6
20,98,636.24
61,132,2749.65
24,14,195.25
11,1270,20395.34
445,12,111.63
242,387,3216.78
280,179,583.33
549,55,1127.45
235,106,1113.14
3,148,3037.32
509,14,173.66
16,221,1015.58
31,133,8356.79
593,14,184.91
579,24,403.39
382,63,1289.44
25,1274,55688.5
71,20,875.1500000000001
188,86,1514.81
588,21,146.56
26,486,1430.03
576,187,4536.64
414,219,852.53
107,40,1402.06
8,489,7190.42
209,13,112.80000000000001
44,103,777.6800000000001
31,71,2114.33
137,159,1715.1399999999999
265,75,1165.3600000000001
617,15,244.31
519,82,1534.22
4,154,2473.28
218,22,188.61
2,200,1217.27
214,50,702.6
32,167,3076.06
11,595,4487.11
1,679,6368.78
15,22,318.17
11,455,1752.92
199,1,179.0
619,25,367.54
436,2,139.2
3,41,1793.22
15,357,8886.33
14,432,1899.79
10,345,2839.62
29,32,1328.0700000000002
9,676,5115.76
24,93,906.24
25,137,1825.45
43,96,543.28
733,11,81.3
410,11,226.42
2,235,1581.84
6,37,663.81
379,25,109.07
147,87,489.52
10,416,1803.06
590,41,341.9
25,100,1252.74
655,15,116.5
274,46,463.72999999999996
413,14,190.58
374,132,586.24
1,462,1897.57
47,45,380.02
8,277,5517.07
16,319,14335.15
426,63,1056.42
4,366,12240.16
485,88,374.05
4,45,3554.17
43,80,1821.9
4,244,11573.62
197,231,4161.06
12,76,1713.09
435,34,579.85
593,3,50.48
16,118,3660.08
113,140,2551.41
406,9,593.5
249,18,328.2
29,159,2681.9
480,18,310.15
736,32,112.03
684,7,126.45
44,5,389.64
87,48,869.51
45,136,1547.93
10,475,9972.550000000001
15,119,2653.76
75,19,420.5
145,136,2864.97
5,102,1625.97
297,5,89.2
59,24,447.92
264,30,417.57
47,6,278.3
29,39,254.11
8,334,6375.73
474,18,382.81
17,5,192.60000000000002
3,1398,15514.11
232,197,3637.64
621,47,594.62
112,9,139.26
593,10,140.55
529,13,241.45
58,60,1011.9
51,190,3708.2999999999997
404,16,307.56
127,35,730.86
281,41,386.15
55,27,447.68
320,6,200.10000000000002
659,17,307.3
26,27,449.93
10,3,77.4
550,7,90.96
471,15,110.65
7,58,1156.32
29,6,197.64
17,145,2526.62
607,19,303.63
64,2,6.2
21,39,625.9
3,104,1953.9
166,6,131.45000000000002
1,1493,10169.33
507,16,300.31
53,49,724.31
51,23,338.15
48,600,7191.33
61,57,189.34
438,2,1502.98
162,44,845.5500000000001
9,12,353.27
15,127,1082.55
75,20,303.43
391,38,504.14
40,231,2718.6
621,18,686.76
41,301,2354.03
387,28,170.5
599,36,178.85
370,138,888.91
581,30,154.21
37,53,778.5
197,4,271.85
200,230,3959.86
74,104,1153.56
64,54,456.41
21,64,1274.76
367,69,1230.15
485,9,157.7
180,70,321.43
10,158,4022.91
4,299,4735.08
582,10,385.2
197,101,9839.460000000001
29,91,1455.8700000000001
53,39,188.88
680,82,1676.57
630,1,322.69
499,7,94.8
18,87,2206.16
529,2,297.0
10,6,102.44999999999999
90,209,3460.32
423,70,769.9200000000001
418,74,915.28
268,22,362.71
53,300,7163.0
44,145,2824.69
437,9,211.79999999999998
64,277,6702.43
600,1,150.0
427,12,437.4
149,62,1348.95
405,11,310.56
22,738,15407.61
312,195,1770.96
23,42,829.41
58,309,6132.43
24,31,1376.87
78,214,4303.06
119,207,6520.3
36,65,1290.53
60,213,3651.851
506,11,180.75
13,66,1705.64
19,11,170.32
52,86,1380.73
26,48,841.2
29,11,266.76
7,6,92.52
11,136,20746.54
186,137,2952.06
3,211,4184.01
9,244,2778.14
262,65,1838.95
3,194,1228.17
484,43,816.6
210,49,854.13
535,6,116.18
108,89,2862.4
521,13,256.7
418,63,425.85
13,369,4076.5
685,27,185.06
77,46,690.59
20,17,255.4
27,65,3546.65
19,53,761.59
669,8,120.6
132,31,1598.12
253,18,364.8
79,6,1862.0
207,20,369.2
336,10,135.9
254,57,817.25
148,63,1106.73
691,13,202.35000000000002
10,106,1809.6100000000001
85,46,1492.81
8,900,25119.54
205,253,1826.0
8,127,3140.54
23,291,3365.95
395,129,1331.38
522,1,13.919999999999998
11,134,1919.0
26,59,1035.6200000000001
21,350,2795.33
2,141,1630.49
158,78,1971.39
445,1,68.44
3,268,5547.72
74,14,381.9
437,80,1404.68
3,30,434.35
1,11077,291420.81
17,63,1889.25
36,247,4073.13
91,90,1811.25
71,134,3042.95
597,29,1123.75
116,141,5955.81
539,13,359.35
213,97,1607.17
30,78,1316.07
394,50,843.74
51,44,749.1
246,31,931.01
382,3,359.4
397,20,308.2
628,21,223.91000000000003
32,34,836.69
109,278,5236.73
5,41,1257.68
366,32,666.13
444,4,1770.0
82,185,3503.5
297,26,2849.83
34,527,12410.81
57,34,1621.88
562,71,2322.43
418,32,531.49
579,7,182.1
402,19,746.56
663,5,107.62
30,303,9784.67
414,11,179.4
14,3,100.9
72,54,1049.79
23,63,1101.97
469,27,515.0
19,19,371.2
79,20,311.69
60,307,17629.35
25,245,971.32
12,118,462.12
733,31,163.77
421,4,1325.0
253,28,261.69
147,71,941.99
64,59,695.42
8,27,221.27
11,670,16410.15
271,14,366.91
10,476,3123.57
247,13,206.21
96,81,596.09
15,151,1064.26
50,29,1982.6100000000001
30,84,501.24
704,13,906.2299999999999
68,113,4919.35
35,155,1097.98
128,20,145.07
107,32,1314.45
37,17,89.94
57,26,472.39
57,72,790.86
726,4,31.929999999999996
72,290,3112.19
735,49,429.66
737,24,150.68
246,22,372.92
572,39,237.78
689,30,183.20000000000002
19,54,1260.51
198,83,292.01
376,98,563.1
16,15,1550.6499999999999
212,235,2038.65
662,18,342.4
612,42,304.17
430,21,314.67
442,27,210.5
564,10,36.13
382,302,946.72
39,60,231.98000000000002
481,41,442.28999999999996
46,38,776.5999999999999
170,125,753.18
593,9,129.48000000000002
48,77,490.52
394,46,199.10999999999999
116,337,4138.08
473,329,1027.03
147,154,1220.77
16,2387,13754.58
51,182,757.78
159,12,156.91
480,12,360.0
12,180,1259.43
36,20,308.94
396,20,416.6
54,191,646.26
488,340,1610.82
43,33,257.67
501,294,2354.97
173,105,620.89
34,20,125.58
39,31,496.21
267,66,252.81
379,27,198.47
9,623,2500.59
12,140,1133.44
3,958,11578.65
10,320,3559.39
33,139,979.79
80,138,1048.89
31,91,3195.6
8,102,962.94
620,10,365.1
72,33,1979.91
4,395,3102.94
256,95,11010.05
5,501,2557.18
16,752,8231.2
90,27,252.73000000000002
72,119,429.56
376,45,397.76
59,235,1146.53
10,2695,39141.48
542,1,7.49
170,104,289.4
199,9,315.45
31,51,2870.3199999999997
19,896,16024.15
152,12,735.66
9,394,7623.79
270,22,343.62
65,94,381.0
274,3,121.17000000000002
25,149,4087.19
23,289,3926.91
319,28,207.73000000000002
5,69,693.95
12,114,302.1
475,81,549.12
520,6,113.65
275,70,3255.96
25,347,3387.58
41,589,3491.2
8,115,294.25
4,898,126389.02
71,159,2585.62
213,5,370.79999999999995
410,81,1254.41
38,166,3326.86
53,42,893.59
78,177,3862.88
46,218,1174.9
179,70,1109.53
373,32,737.05
94,54,1455.56
479,13,187.51999999999998
10,159,2788.02
105,72,1553.13
78,27,773.03
173,80,1447.74
495,32,2428.08
7,771,17286.73
213,141,3625.4
428,31,546.25
22,101,1854.57
669,6,93.35000000000001
257,5,88.2
380,31,965.1999999999999
730,9,347.54
565,11,218.53
282,15,306.94
21,57,1160.07
10,145,2420.84
308,23,381.32
68,57,1046.6100000000001
215,45,776.46
18,316,13702.380000000001
463,5,83.0
104,124,3141.64
43,11,219.39000000000001
4,66,908.35
182,3,39916.5
84,23,410.48
334,16,2193.8999999999996
9,58,1477.94
531,27,554.67
31,35,703.36
197,67,993.54
18,151,3094.91
18,100,1422.52
311,42,824.35
142,60,1300.25
246,48,983.1
24,53,1505.85
29,135,2442.37
611,7,209.4
10,97,3509.43
30,231,3400.12
18,35,531.85
18,45,1352.75
15,131,2485.97
134,1,244.8
246,14,266.4
134,21,358.82
50,28,457.71999999999997
114,227,4487.27
7,183,4656.17
23,31,450.82
25,240,17024.87
537,25,449.49
66,28,711.5
60,123,1783.68
50,207,6860.18
170,22,330.11
395,7,80.28
18,52,977.9300000000001
128,49,1806.9
15,85,1596.29
239,20,305.68
3,68,1286.7
521,34,823.4
394,31,502.52
240,13,178.96
52,112,3243.69
458,80,1388.47
46,142,2619.92
226,31,563.63
8,349,12160.31
4,67,1194.73
165,91,1327.16
240,28,623.5
11,20,301.29
134,69,1554.6100000000001
17,573,8977.94
423,57,2085.61
10,300,5263.83
31,22,329.25
75,173,1343.72
383,24,383.96999999999997
1,55,961.49
4,152,2654.11
45,11,606.02
2,810,22116.73
357,23,589.27
388,33,119.92
731,12,312.9
18,29,304.47
69,352,2028.1100000000001
373,27,487.75
468,12,167.16
321,304,1627.62
26,5,106.56
382,59,569.22
407,4,81.15
331,5,1289.5
9,110,1624.05
381,86,1494.6
323,34,481.46
72,23,224.14
668,52,988.04
426,26,948.93
260,3,40.5
18,314,7491.92
367,52,816.9300000000001
66,20,1200.2
154,125,2998.952
548,38,639.93
29,84,685.39
70,21,310.62
14,52,1403.2
2,91,4777.18
725,23,310.43
1,241,17524.38
434,40,834.4399999999999
463,35,588.05
120,91,1666.3899999999999
61,19,499.32
3,476,12021.53
3,1,3861.0
433,42,313.7
11,59,1877.51
92,31,571.35
59,51,3122.4
495,30,549.05
87,100,1842.95
420,3,6001.49
26,343,4400.18
357,9,316.58
85,37,653.24
10,9,420.3
416,24,683.92
1,48,970.52
730,13,178.98000000000002
225,67,1176.19
60,52,894.4100000000001
241,10,208.28
319,24,328.35
2,110,1661.44
47,113,2422.43
88,24,486.09
563,28,426.24
11,396,11468.83
176,26,685.45
52,117,1778.96
366,29,2062.2
319,138,3550.91
226,34,1417.95
358,35,871.36
234,23,409.40000000000003
311,8,154.41
37,120,2488.4900000000002
66,234,5580.2699999999995
586,9,160.5
239,23,429.6
621,14,250.26
113,31,612.06
401,1,59.400000000000006
277,14,197.0
218,178,2772.76
299,15,321.05
2,99,1412.32
29,50,1071.99
10,49,780.59
45,224,4459.98
67,184,3050.16
422,4,302.04
74,61,927.28
65,48,912.08
134,148,4610.84
238,51,780.4
122,17,976.06
411,106,1893.93
32,502,9266.0
641,3,60.0
9,230,20324.54
36,118,2103.41
16,116,2055.09
127,67,1088.35
67,188,3706.02
149,10,170.4
283,12,685.9
169,34,623.16
513,57,1182.3799999999999
100,381,8767.73
135,92,1508.0
324,26,418.82
107,12,156.51
64,55,848.4
151,193,3345.64
338,45,852.21
22,11,1717.36
479,22,961.9000000000001
24,35,1225.3600000000001
16,168,8524.86
7,570,4528.54
57,286,2030.95
600,1,228.96
4,47,716.57
38,41,615.14
66,178,619.8
47,26,476.34
562,29,496.15999999999997
355,94,1580.54
172,60,397.52
59,522,8543.57
570,27,348.59
390,9,148.32999999999998
500,1,24.75
408,6,94.92
50,3,240.55
22,36,856.03
43,153,3715.38
29,97,1593.09
5,292,10496.28
26,244,13517.76
201,24,178.39
666,19,247.5
411,15,233.35
654,52,207.04
51,534,10323.03
10,39,641.94
2,425,9061.77
67,10,6156.53
64,28,496.44
51,345,6909.67
730,15,308.0
290,69,1224.18
61,24,796.4
555,5,93.6
64,162,3484.73
96,12,205.3
274,19,310.47
611,54,797.96
479,45,1634.64
1,4306,114966.42
75,163,2930.19
110,1,52.0
199,50,820.4499999999999
64,37,570.5
327,1,165.0
677,5,129.75
4,33,312.62
284,16,204.5
44,36,267.13
71,309,6709.7300000000005
86,83,1390.86
563,29,434.6
701,8,140.22000000000003
104,224,1601.46
334,129,1700.52
53,10,208.75
408,8,107.24
39,154,2958.83
32,13,714.9599999999999
500,44,767.91
366,154,4892.68
208,16,1028.56
157,98,350.82
54,35,170.22
402,15,240.5
411,21,373.02
677,58,277.93
66,220,1821.02
562,7,105.5
81,24,2402.72
130,24,406.09
87,21,364.5
1,26,563.94
46,20,393.54
333,37,596.12
366,36,1162.0
72,9,158.04
158,71,463.91
373,30,547.6
12,314,3430.22
549,34,111.15
255,360,2794.47
603,3,284.4
29,14,277.05
31,669,3239.57
5,1089,16425.86
663,16,181.35
40,13,427.93
362,10,689.07
449,40,613.08
373,35,678.11
96,29,913.19
26,218,4557.13
75,138,2389.08
57,279,5081.33
21,8,722.74
492,59,6251.26
41,144,3739.01
662,1,59.400000000000006
137,57,6017.0599999999995
8,189,3084.54
129,10,307.32
690,6,60.959999999999994
40,116,1221.56
383,21,1211.75
463,12,246.5
169,263,4877.84
9,52,3248.96
214,24,1890.57
15,632,13733.55
170,118,2027.79
40,21,942.08
186,31,394.14
492,20,468.65
270,10,140.54
172,6,2733.8
396,77,1216.66
584,12,289.87
5,144,2911.62
16,44,891.34
10,227,5286.8
326,7,107.45
113,16,796.38
290,6,94.0
16,73,1345.53
1,50,815.77
92,27,1302.3
452,14,216.95
149,131,1830.54
492,8,170.88
376,16,257.06
189,30,659.84
31,122,975.87
34,148,1046.74
264,34,267.18
721,9,131.25
84,162,4685.72
26,98,1348.93
171,10,190.53
692,25,6798.72
10,39,774.9
313,47,559.61
65,228,4572.82
85,28,508.8
425,68,449.42
25,8,135.86
434,56,743.0
59,316,3805.34
323,120,1619.97
38,14,266.89
254,33,597.78
400,143,1941.1200000000001
19,429,2156.35
33,292,1430.54
15,44,762.75
27,82,397.35
468,36,954.75
503,2,153.24
23,16,320.76
214,41,533.3
8,134,2567.06
22,29,149.29
12,291,1067.75
262,57,393.45
131,25,156.57999999999998
405,57,1269.05
55,62,383.68
396,57,1254.21
249,2,594.0
2,625,5114.2300000000005
9,214,1411.21
264,14,284.5
377,112,399.75
331,29,492.88
313,49,788.81
26,60,974.52
30,30,429.84
434,60,226.86
30,199,1785.1100000000001
2,279,1371.77
362,40,305.99
598,2,38.25
283,227,2091.52
262,58,237.07
25,13,370.44
417,7,202.82999999999998
354,56,214.26
461,2,429.7
94,41,737.05
29,7,126.14
338,155,1044.65
20,255,12100.4
85,262,1560.46
9,52,524.88
51,80,1430.48
50,43,874.25
576,4,63.419999999999995
2,155,1292.01
113,76,371.56
14,14,2046.0
596,19,150.35
77,29,454.11
380,79,2209.98
650,2,368.4
40,69,1983.48
733,9,147.4
116,215,6279.0
401,38,1993.34
16,148,14417.36
161,269,817.82
1,240,4652.1
30,137,4810.92
527,1,102.0
680,14,231.32
93,11,431.92
23,114,2419.61
430,25,210.85
95,154,3100.09
28,35,659.4599999999999
33,612,4121.68
21,368,3702.6
379,20,246.5
631,22,146.14
18,121,8657.39
3,941,24972.86
724,41,158.65
8,68,1131.56
405,69,399.95
16,330,13003.869999999999
363,117,257.3
81,64,402.7
53,97,3610.96
23,273,2030.33
172,45,475.86
189,92,1000.27
380,26,152.41
331,1,250.0
12,158,900.53
156,32,331.58
33,547,26437.05
12,317,6392.06
387,7,171.81
45,15,62.43
233,27,267.03
64,448,4189.99
383,37,344.61
2,18,343.5
40,403,7098.24
33,56,397.99
84,212,17259.19
25,9,591.4
2,180,890.22
33,4,148.44
19,329,5554.89
254,26,229.33
23,785,4783.66
22,142,1808.68
8,219,1972.39
25,617,3738.85
